title,rating,numOfRatings
"Pagemaster, The (1994)",2.25,12
"Pallbearer, The (1996)",2.3181818181818183,22
Palmetto (1998),3.142857142857143,14
Palookaville (1996),2.923076923076923,13
Panther (1995),2.4,5
"Paper, The (1994)",3.225,40
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05,20
Paradise Road (1997),3.2857142857142856,7
"Parent Trap, The (1961)",3.095890410958904,73
Paris Is Burning (1990),3.814814814814815,27
Paris Was a Woman (1995),3.0,1
"Paris, France (1993)",2.3333333333333335,3
"Paris, Texas (1984)",3.5434782608695654,46
Party Girl (1995),2.875,16
Passion Fish (1992),3.1785714285714284,28
Pather Panchali (1955),4.625,8
Paths of Glory (1957),4.212121212121212,33
Patton (1970),3.9926470588235294,136
"Peacemaker, The (1997)",3.2720588235294117,136
Penny Serenade (1941),3.0,8
"People vs. Larry Flynt, The (1996)",3.5953488372093023,215
"Perez Family, The (1995)",2.642857142857143,14
"Perfect Candidate, A (1996)",4.0,4
"Perfect World, A (1993)",3.68,50
Persuasion (1995),4.045454545454546,44
"Pest, The (1997)",1.875,8
Pete's Dragon (1977),2.7209302325581395,43
"Phantom, The (1996)",2.575,80
Phantoms (1998),2.230769230769231,13
Pharaoh's Army (1995),1.0,1
Phat Beach (1996),1.6,5
Phenomenon (1996),3.557377049180328,244
Philadelphia (1993),3.854014598540146,137
"Philadelphia Story, The (1940)",4.115384615384615,104
"Piano, The (1993)",3.6011904761904763,168
Picnic (1955),3.611111111111111,18
Picture Bride (1995),3.1,10
Picture Perfect (1997),2.962962962962963,81
Pie in the Sky (1995),2.0,4
"Pillow Book, The (1995)",3.6923076923076925,26
Pink Floyd - The Wall (1982),3.3508771929824563,114
Pinocchio (1940),3.6732673267326734,101
Platoon (1986),3.6929133858267718,127
Playing God (1997),2.627906976744186,43
Pocahontas (1995),2.5294117647058822,51
Poetic Justice (1993),2.7777777777777777,9
Poison Ivy II (1995),2.1538461538461537,13
Police Story 4: Project S (Chao ji ji hua) (1993),1.0,1
Pollyanna (1960),3.1481481481481484,27
"Pompatus of Love, The (1996)",3.0,7
Ponette (1996),3.3,10
"Portrait of a Lady, The (1996)",2.68,25
"Postino, Il (1994)",3.9672131147540983,183
"Postman, The (1997)",3.2241379310344827,58
Powder (1995),3.2083333333333335,48
Power 98 (1995),1.0,1
"Preacher's Wife, The (1996)",2.926470588235294,68
Prefontaine (1997),5.0,3
Pretty Woman (1990),3.323170731707317,164
"Price Above Rubies, A (1998)",3.3333333333333335,3
Priest (1994),4.0,40
Primal Fear (1996),3.601123595505618,178
Primary Colors (1998),3.923076923076923,13
"Princess Bride, The (1987)",4.172839506172839,324
Princess Caraboo (1994),3.1333333333333333,15
Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0,5
Private Benjamin (1980),2.955223880597015,67
Private Parts (1997),3.53,100
"Professional, The (1994)",3.704697986577181,149
"Program, The (1993)",2.838709677419355,31
"Promesse, La (1996)",3.3333333333333335,6
"Promise, The (Versprechen, Das) (1994)",1.0,1
"Prophecy II, The (1998)",2.7,20
"Prophecy, The (1995)",2.9375,32
Psycho (1960),4.100418410041841,239
Pulp Fiction (1994),4.060913705583756,394
Pump Up the Volume (1990),3.4177215189873418,79
Purple Noon (1960),3.142857142857143,7
Pushing Hands (1992),2.0,2
"Pyromaniac's Love Story, A (1995)",2.4285714285714284,7
Quartier Mozart (1992),1.0,1
"Queen Margot (Reine Margot, La) (1994)",3.5,24
"Quest, The (1996)",2.5185185185185186,27
"Quick and the Dead, The (1995)",3.2083333333333335,48
"Quiet Man, The (1952)",4.029850746268656,67
"Quiet Room, The (1996)",3.6666666666666665,3
Quiz Show (1994),3.645714285714286,175
Race the Sun (1996),2.8,5
Radioland Murders (1994),3.3333333333333335,12
Raging Bull (1980),4.120689655172414,116
Raiders of the Lost Ark (1981),4.252380952380952,420
"Rainmaker, The (1997)",3.6,145
Raise the Red Lantern (1991),4.155172413793103,58
Raising Arizona (1987),3.875,256
Ran (1985),4.1,70
Ransom (1996),3.644194756554307,267
Raw Deal (1948),2.0,1
Ready to Wear (Pret-A-Porter) (1994),1.8333333333333333,18
Real Genius (1985),3.6638655462184873,119
Reality Bites (1994),2.961038961038961,77
Rear Window (1954),4.3875598086124405,209
Rebecca (1940),3.9696969696969697,66
Rebel Without a Cause (1955),3.8555555555555556,90
Reckless (1995),2.75,8
Red Corner (1997),3.3859649122807016,57
"Red Firecracker, Green Firecracker (1994)",3.4615384615384617,13
Red Rock West (1992),3.5961538461538463,52
"Ref, The (1994)",3.0344827586206895,58
Relative Fear (1994),1.6666666666666667,3
"Relic, The (1997)",2.88,25
"Reluctant Debutante, The (1958)",3.0,1
"Remains of the Day, The (1993)",3.94,150
Renaissance Man (1994),3.0,43
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3333333333333335,3
Rent-a-Kid (1995),3.0,8
"Replacement Killers, The (1998)",3.3076923076923075,39
Reservoir Dogs (1992),3.9864864864864864,148
Restoration (1995),3.464788732394366,71
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.772727272727273,44
Return of the Jedi (1983),4.007889546351085,507
"Return of the Pink Panther, The (1974)",3.5543478260869565,92
Rhyme & Reason (1997),2.2,5
"Rich Man's Wife, The (1996)",2.4,15
Richard III (1995),3.831460674157303,89
Richie Rich (1994),2.4285714285714284,21
Ridicule (1996),3.7045454545454546,44
"Right Stuff, The (1983)",3.917197452229299,157
Ripe (1996),2.0,1
Rising Sun (1993),2.9069767441860463,43
"River Wild, The (1994)",3.143835616438356,146
"Road to Wellville, The (1994)",2.2941176470588234,17
Rob Roy (1995),3.5652173913043477,92
Robert A. Heinlein's The Puppet Masters (1994),3.0,18
Robin Hood: Men in Tights (1993),2.5892857142857144,56
Robin Hood: Prince of Thieves (1991),3.2266666666666666,75
Robocop 3 (1993),1.7272727272727273,11
"Rock, The (1996)",3.693121693121693,378
Rocket Man (1997),2.4081632653061225,49
Roman Holiday (1953),4.102941176470588,68
Romeo Is Bleeding (1993),3.0,37
Romper Stomper (1992),3.0,5
Romy and Michele's High School Reunion (1997),3.061224489795918,98
"Room with a View, A (1986)",3.985074626865672,134
Roommates (1995),3.230769230769231,13
Roseanna's Grave (For Roseanna) (1997),2.8,5
Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90
Rosewood (1997),3.6666666666666665,114
Rough Magic (1995),2.5,2
Ruby in Paradise (1993),3.130434782608696,23
Rudy (1993),3.3125,64
"Ruling Class, The (1972)",3.875,16
Rumble in the Bronx (1995),3.4482758620689653,174
"Run of the Country, The (1995)",3.25,4
S.F.W. (1994),3.0,2
Sabrina (1954),3.796875,64
Sabrina (1995),3.5,190
Safe (1995),4.0,13
Safe Passage (1994),3.0,2
"Saint of Fort Washington, The (1993)",5.0,2
"Saint, The (1997)",3.1234177215189876,316
Salut cousin! (1996),2.0,2
"Santa Clause, The (1994)",3.097560975609756,82
Santa with Muscles (1996),5.0,2
"Savage Nights (Nuits fauves, Les) (1992)",3.0,3
"Scarlet Letter, The (1926)",3.0,2
"Scarlet Letter, The (1995)",2.4,5
Schindler's List (1993),4.466442953020135,298
Schizopolis (1996),3.0,4
"Scout, The (1994)",2.6666666666666665,12
Scream (1996),3.4414225941422596,478
Scream 2 (1997),3.2169811320754715,106
Scream of Stone (Schrei aus Stein) (1991),3.0,1
Screamers (1995),2.652173913043478,46
"Search for One-eye Jimmy, The (1996)",2.6666666666666665,3
Searching for Bobby Fischer (1993),3.9057971014492754,138
"Second Jungle Book: Mowgli & Baloo, The (1997)",2.0,6
"Secret Adventures of Tom Thumb, The (1993)",2.6,5
"Secret Agent, The (1996)",3.0,6
"Secret Garden, The (1993)",3.5443037974683542,79
"Secret of Roan Inish, The (1994)",3.859154929577465,71
Secrets & Lies (1996),4.265432098765432,162
Selena (1997),3.625,16
Sense and Sensibility (1995),4.0111940298507465,268
Senseless (1998),2.4285714285714284,7
Serial Mom (1994),2.814814814814815,54
Set It Off (1996),3.4210526315789473,19
Seven (Se7en) (1995),3.847457627118644,236
Seven Years in Tibet (1997),3.458064516129032,155
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665,72
"Sex, Lies, and Videotape (1989)",3.4752475247524752,101
"Sexual Life of the Belgians, The (1994)",1.5,2
Sgt. Bilko (1996),2.5675675675675675,74
Shadow Conspiracy (1997),2.8636363636363638,44
Shadow of Angels (Schatten der Engel) (1976),1.0,1
"Shadow, The (1994)",2.888888888888889,45
Shadowlands (1993),3.9358974358974357,78
Shadows (Cienie) (1988),1.0,1
"Shaggy Dog, The (1959)",3.0,30
Shall We Dance? (1937),3.7058823529411766,17
Shall We Dance? (1996),4.260869565217392,46
Shallow Grave (1994),3.8181818181818183,66
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.576923076923077,26
"Shawshank Redemption, The (1994)",4.445229681978798,283
She's So Lovely (1997),2.7358490566037736,53
She's the One (1996),3.0136986301369864,73
Shiloh (1997),2.8333333333333335,12
Shine (1996),3.9224806201550386,129
"Shining, The (1980)",3.825242718446602,206
"Shooter, The (1995)",2.6666666666666665,3
Shooting Fish (1997),2.5,10
Shopping (1994),2.0,1
Short Cuts (1993),3.7761194029850746,67
"Show, The (1995)",3.0,2
Showgirls (1995),1.9565217391304348,23
"Silence of the Lambs, The (1991)",4.28974358974359,390
"Silence of the Palace, The (Saimt el Qusur) (1994)",3.0,1
"Simple Twist of Fate, A (1994)",3.2,10
"Simple Wish, A (1997)",1.6666666666666667,3
Singin' in the Rain (1952),3.9927007299270074,137
Sirens (1994),2.983050847457627,59
Six Degrees of Separation (1993),3.77027027027027,74
"Sixth Man, The (1997)",3.2222222222222223,9
Sleeper (1973),3.6341463414634148,82
Sleepers (1996),3.514792899408284,169
Sleepless in Seattle (1993),3.539906103286385,213
Sleepover (1995),3.0,1
Sliding Doors (1998),2.6,5
Sling Blade (1996),4.198529411764706,136
"Slingshot, The (1993)",3.5,2
Sliver (1993),2.4054054054054053,37
Small Faces (1995),2.0,1
"Smile Like Yours, A (1997)",2.88,25
Smilla's Sense of Snow (1997),3.1666666666666665,48
Smoke (1995),3.6216216216216215,74
Sneakers (1992),3.513333333333333,150
Snow White and the Seven Dwarfs (1937),3.7093023255813953,172
So Dear to My Heart (1949),3.25,4
So I Married an Axe Murderer (1993),3.0526315789473686,95
Solo (1996),1.8333333333333333,12
Some Folks Call It a Sling Blade (1993),4.2926829268292686,41
Some Kind of Wonderful (1987),3.6610169491525424,59
Some Like It Hot (1959),3.984375,128
Some Mother's Son (1996),4.5,2
Somebody to Love (1994),1.0,2
Someone Else's America (1995),5.0,1
Something to Talk About (1995),2.769230769230769,26
Somewhere in Time (1980),3.426829268292683,82
Son in Law (1993),2.4871794871794872,39
Sophie's Choice (1982),3.896551724137931,58
Soul Food (1997),3.169491525423729,59
"Sound of Music, The (1965)",3.765765765765766,222
Space Jam (1996),2.774193548387097,93
"Spanish Prisoner, The (1997)",4.0,1
Spanking the Monkey (1994),3.074074074074074,27
Spawn (1997),2.6153846153846154,143
"Specialist, The (1994)",2.25,20
Species (1995),2.8666666666666667,45
Speechless (1994),3.0833333333333335,36
Speed (1994),3.6478260869565218,230
Speed 2: Cruise Control (1997),2.1315789473684212,38
Spellbound (1945),3.933333333333333,30
Sphere (1998),2.926829268292683,41
Spice World (1997),2.1153846153846154,26
Spirits of the Dead (Tre passi nel delirio) (1968),2.5,2
"Spitfire Grill, The (1996)",3.804123711340206,97
Sprung (1997),2.0,3
Spy Hard (1996),2.511627906976744,43
Squeeze (1996),1.6666666666666667,3
Stag (1997),2.111111111111111,9
Stalingrad (1993),3.1666666666666665,12
Stalker (1979),3.5454545454545454,11
Stand by Me (1986),3.881057268722467,227
Star Kid (1997),5.0,3
"Star Maker, The (Uomo delle stelle, L') (1995)",3.1666666666666665,12
Star Maps (1997),3.0526315789473686,19
Star Trek III: The Search for Spock (1984),3.111111111111111,171
Star Trek IV: The Voyage Home (1986),3.4472361809045227,199
Star Trek V: The Final Frontier (1989),2.3968253968253967,63
Star Trek VI: The Undiscovered Country (1991),3.279503105590062,161
Star Trek: First Contact (1996),3.66027397260274,365
Star Trek: Generations (1994),3.336206896551724,116
Star Trek: The Motion Picture (1979),3.034188034188034,117
Star Trek: The Wrath of Khan (1982),3.8155737704918034,244
Star Wars (1977),4.359589041095891,584
Stargate (1994),3.141732283464567,127
"Stars Fell on Henrietta, The (1995)",2.3333333333333335,3
Starship Troopers (1997),3.2322274881516586,211
"Steal Big, Steal Little (1995)",2.5714285714285716,7
Stealing Beauty (1996),3.375,64
Steel (1997),2.1578947368421053,19
Stefano Quantestorie (1993),1.0,1
Stephen King's The Langoliers (1995),2.413793103448276,29
"Sting, The (1973)",4.058091286307054,241
Stonewall (1995),4.2,5
"Story of Xinghua, The (1993)",3.2,5
Strange Days (1995),3.264367816091954,87
Stranger in the House (1997),2.4285714285714284,7
"Stranger, The (1994)",3.0,3
Strawberry and Chocolate (Fresa y chocolate) (1993),3.272727272727273,11
Street Fighter (1994),2.75,8
"Streetcar Named Desire, A (1951)",3.816326530612245,98
Strictly Ballroom (1992),4.028846153846154,104
Striking Distance (1993),2.5833333333333335,12
Stripes (1981),3.8,5
Striptease (1996),2.2388059701492535,67
Stuart Saves His Family (1995),2.125,16
"Stupids, The (1996)",2.0,17
SubUrbia (1997),3.6666666666666665,12
"Substance of Fire, The (1996)",3.25,4
"Substitute, The (1996)",2.693877551020408,49
Sudden Death (1995),2.723404255319149,47
Sudden Manhattan (1996),1.5,2
"Sum of Us, The (1994)",3.5454545454545454,11
"Sunchaser, The (1996)",3.0,1
Sunset Blvd. (1950),4.2,65
Sunset Park (1996),2.5,8
Super Mario Bros. (1993),2.076923076923077,26
Supercop (1992),3.5384615384615383,65
Surviving Picasso (1996),3.1052631578947367,19
Surviving the Game (1994),2.4545454545454546,11
Suture (1993),2.25,4
"Swan Princess, The (1994)",2.857142857142857,7
"Sweet Hereafter, The (1997)",3.772727272727273,44
Sweet Nothing (1995),3.0,1
Swept from the Sea (1997),2.4285714285714284,7
Swimming with Sharks (1995),3.574468085106383,47
Swingers (1996),3.828025477707006,157
Swiss Family Robinson (1960),3.358974358974359,39
Switchback (1997),2.823529411764706,17
Switchblade Sisters (1975),3.230769230769231,13
"Sword in the Stone, The (1963)",3.3292682926829267,82
"Symphonie pastorale, La (1946)",1.0,1
T-Men (1947),1.0,1
Tainted (1998),3.0,1
Tales From the Crypt Presents: Demon Knight (1995),2.9767441860465116,43
Tales from the Crypt Presents: Bordello of Blood (1996),2.6363636363636362,55
Tales from the Hood (1995),2.037037037037037,27
Talking About Sex (1994),1.8,5
"Tango Lesson, The (1997)",3.3846153846153846,13
Tank Girl (1995),2.8536585365853657,41
Target (1995),3.0,1
Taxi Driver (1976),4.1208791208791204,182
Telling Lies in America (1997),3.230769230769231,13
Temptress Moon (Feng Yue) (1996),1.6666666666666667,3
Terminal Velocity (1994),2.676470588235294,34
Terminator 2: Judgment Day (1991),4.0067796610169495,295
"Terminator, The (1984)",3.9335548172757475,301
Terror in a Texas Town (1958),1.0,1
Tetsuo II: Body Hammer (1992),2.6666666666666665,6
That Darn Cat! (1965),2.473684210526316,19
That Darn Cat! (1997),2.4634146341463414,41
That Old Feeling (1997),3.3636363636363638,11
That Thing You Do! (1996),3.465909090909091,176
The Courtyard (1995),1.0,1
The Deadly Cure (1996),3.0,2
The Innocent (1994),3.0,4
Theodore Rex (1995),1.4,5
They Made Me a Criminal (1939),5.0,1
"Thieves (Voleurs, Les) (1996)",3.7142857142857144,7
"Thin Blue Line, The (1988)",3.7714285714285714,35
"Thin Line Between Love and Hate, A (1996)",2.4166666666666665,12
"Thin Man, The (1934)",4.15,60
Things to Do in Denver when You're Dead (1995),3.1549295774647885,71
Thinner (1996),2.4489795918367347,49
"Third Man, The (1949)",4.333333333333333,72
Thirty-Two Short Films About Glenn Gould (1993),3.9444444444444446,18
This Is Spinal Tap (1984),3.905759162303665,191
"Thousand Acres, A (1997)",3.4054054054054053,37
"Three Caballeros, The (1945)",3.272727272727273,22
Three Colors: Blue (1993),4.015625,64
Three Colors: Red (1994),4.0602409638554215,83
Three Colors: White (1994),3.864406779661017,59
Three Lives and Only One Death (1996),3.0,1
"Three Musketeers, The (1993)",3.303370786516854,89
Three Wishes (1995),3.2222222222222223,9
Threesome (1994),2.838709677419355,31
Tie Me Up! Tie Me Down! (1990),3.1875,32
"Tie That Binds, The (1995)",2.4285714285714284,7
Tigrero: A Film That Was Never Made (1994),1.0,1
Time Tracers (1995),1.5,2
"Time to Kill, A (1996)",3.685344827586207,232
Timecop (1994),3.096774193548387,31
Tin Cup (1996),3.160621761658031,193
"Tin Drum, The (Blechtrommel, Die) (1979)",3.7,40
Tin Men (1987),3.0784313725490198,51
Titanic (1997),4.2457142857142856,350
To Be or Not to Be (1942),3.611111111111111,18
To Catch a Thief (1955),4.02,50
To Cross the Rubicon (1991),1.0,1
To Die For (1995),3.2758620689655173,87
To Gillian on Her 37th Birthday (1996),3.0681818181818183,44
"To Have, or Not (1995)",2.0,2
To Kill a Mockingbird (1962),4.292237442922374,219
To Live (Huozhe) (1994),3.7857142857142856,14
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633,57
Tokyo Fist (1995),4.0,1
Tom & Viv (1994),3.3333333333333335,9
Tom and Huck (1995),3.1666666666666665,12
Tombstone (1993),3.6666666666666665,108
Tommy Boy (1995),2.909090909090909,66
Tomorrow Never Dies (1997),3.4277777777777776,180
Top Gun (1986),3.481818181818182,220
Top Hat (1935),4.0476190476190474,21
Total Eclipse (1995),2.75,4
Touch (1997),2.7777777777777777,9
Touch of Evil (1958),3.911764705882353,34
Tough and Deadly (1995),3.0,2
Touki Bouki (Journey of the Hyena) (1973),1.0,1
Toy Story (1995),3.8783185840707963,452
Trainspotting (1996),3.884,250
"Transformers: The Movie, The (1986)",2.84375,32
Traveller (1997),3.3076923076923075,13
"Treasure of the Sierra Madre, The (1948)",4.1,80
Trees Lounge (1996),3.24,50
Trial and Error (1997),2.5217391304347827,23
Trial by Jury (1994),2.4285714285714284,7
"Trigger Effect, The (1996)",3.2,35
True Crime (1995),3.3333333333333335,9
True Lies (1994),3.5625,208
True Romance (1993),3.6153846153846154,104
"Truman Show, The (1998)",2.909090909090909,11
Trust (1990),3.789473684210526,19
"Truth About Cats & Dogs, The (1996)",3.485294117647059,272
"Truth or Consequences, N.M. (1997)",2.0,3
Turbo: A Power Rangers Movie (1997),1.8,5
Turbulence (1997),2.5652173913043477,23
"Turning, The (1992)",2.5,2
Twelfth Night (1996),3.413793103448276,29
Twelve Monkeys (1995),3.798469387755102,392
Twilight (1998),2.5,4
Twin Town (1997),2.1666666666666665,6
Twisted (1996),3.5,6
Twister (1996),3.2150170648464163,293
Two Bits (1995),2.2,5
Two Deaths (1995),2.25,4
Two Friends (1986) ,3.0,1
Two Much (1996),2.4285714285714284,7
Two if by Sea (1996),2.6,25
Two or Three Things I Know About Her (1966),3.75,4
U Turn (1997),3.359375,64
U.S. Marshalls (1998),3.0,9
Ulee's Gold (1997),3.760869565217391,184
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.761904761904762,21
"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92
Under Siege (1992),3.2903225806451615,124
Under Siege 2: Dark Territory (1995),2.4583333333333335,48
Underground (1995),2.8,5
"Underneath, The (1995)",2.75,4
Underworld (1997),2.5,4
Unforgettable (1996),3.323529411764706,34
Unforgiven (1992),3.868131868131868,182
Unhook the Stars (1996),2.5,10
Unstrung Heroes (1995),3.3181818181818183,22
Until the End of the World (Bis ans Ende der Welt) (1991),2.8260869565217392,23
Unzipped (1995),3.5454545454545454,11
Up Close and Personal (1996),3.1882352941176473,85
Up in Smoke (1978),3.25531914893617,47
"Usual Suspects, The (1995)",4.385767790262173,267
Vampire in Brooklyn (1995),1.8333333333333333,12
"Van, The (1996)",2.6666666666666665,6
Vanya on 42nd Street (1994),3.5925925925925926,27
Vegas Vacation (1997),2.4,75
Venice/Venice (1992),1.0,2
Vermin (1998),2.0,2
Vermont Is For Lovers (1992),1.0,1
Vertigo (1958),4.251396648044692,179
"Very Brady Sequel, A (1996)",2.3978494623655915,93
"Very Natural Thing, A (1974)",1.0,1
Victor/Victoria (1982),3.3376623376623376,77
"Vie est belle, La (Life is Rosey) (1987)",1.0,1
Village of the Damned (1995),2.6818181818181817,22
Virtuosity (1995),2.736842105263158,38
"Visitors, The (Visiteurs, Les) (1993)",3.5,2
Volcano (1997),2.808219178082192,219
Wag the Dog (1997),3.510948905109489,137
Waiting for Guffman (1996),4.127659574468085,47
Waiting to Exhale (1995),2.5,16
"Walk in the Clouds, A (1995)",3.2857142857142856,63
"Walk in the Sun, A (1945)",3.0,1
Walkabout (1971),3.8461538461538463,26
"Walking Dead, The (1995)",2.25,4
Walking and Talking (1996),3.625,8
Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,67
"War Room, The (1993)",3.3333333333333335,9
"War at Home, The (1996)",2.0,1
"War, The (1994)",3.2666666666666666,15
Warriors of Virtue (1997),3.0,10
Washington Square (1997),3.2941176470588234,34
Waterworld (1995),2.803921568627451,102
Wedding Bell Blues (1996),3.0,1
"Wedding Gift, The (1994)",4.0,3
"Wedding Singer, The (1998)",3.486111111111111,72
Weekend at Bernie's (1989),2.6166666666666667,60
Welcome To Sarajevo (1997),3.3636363636363638,22
Welcome to the Dollhouse (1995),3.7232142857142856,112
Wend Kuuni (God's Gift) (1982),1.0,1
Wes Craven's New Nightmare (1994),2.8,35
What Happened Was... (1994),2.625,8
What's Eating Gilbert Grape (1993),3.5391304347826087,115
What's Love Got to Do with It (1993),3.488888888888889,45
When Harry Met Sally... (1989),3.910344827586207,290
When Night Is Falling (1995),3.4,5
When We Were Kings (1996),4.045454545454546,44
When a Man Loves a Woman (1994),3.4871794871794872,39
When the Cats Away (Chacun cherche son chat) (1996),3.5625,16
While You Were Sleeping (1995),3.549382716049383,162
"White Balloon, The (1995)",2.8,10
White Man's Burden (1995),2.0,10
White Squall (1996),3.4,85
"Whole Wide World, The (1996)",4.0,6
Widows' Peak (1994),3.5789473684210527,19
"Wife, The (1995)",3.0,1
Wild America (1997),2.888888888888889,9
Wild Bill (1995),2.5,12
"Wild Bunch, The (1969)",4.023255813953488,43
Wild Reeds (1994),3.142857142857143,14
Wild Things (1998),2.727272727272727,11
William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106
Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326
Window to Paris (1994),4.0,1
Wings of Courage (1995),4.0,1
Wings of Desire (1987),4.0,57
"Wings of the Dove, The (1997)",3.68,75
Winnie the Pooh and the Blustery Day (1968),3.8,75
"Winter Guest, The (1997)",3.4444444444444446,9
Wishmaster (1997),2.4444444444444446,27
With Honors (1994),3.0652173913043477,46
Withnail and I (1987),3.230769230769231,13
Witness (1985),4.0,1
"Wizard of Oz, The (1939)",4.0772357723577235,246
Wolf (1994),2.701492537313433,67
"Woman in Question, The (1950)",1.0,1
"Women, The (1939)",3.6666666666666665,15
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10
Wonderland (1997),3.2,10
"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665,3
"World of Apu, The (Apur Sansar) (1959)",4.0,6
"Wrong Trousers, The (1993)",4.466101694915254,118
Wyatt Earp (1994),3.1,50
Yankee Zulu (1994),1.0,1
Year of the Horse (1997),3.2857142857142856,7
You So Crazy (1994),3.0,1
Young Frankenstein (1974),3.945,200
Young Guns (1988),3.207920792079208,101
Young Guns II (1990),2.772727272727273,44
"Young Poisoner's Handbook, The (1995)",3.341463414634146,41
Zeus and Roxanne (1997),2.1666666666666665,6
unknown,3.4444444444444446,9
Á köldum klaka (Cold Fever) (1994),3.0,1
